data point ID,adjudicated,label,text
366,adjudicated,lame,"A teenage potato brings her boyfriend home to meet the parents. ""So, what do you do for work?"" asks the inquisitive father potato. “Oh, I work for a TV company as a sportscaster."" The father potato is furious and tells the boyfriend to leave immediately. “Why did you do that daddy?!” shrieks the distraught daughter, eyes wide.The father shouts, “I’m not having *my* daughter hanging around with a commentator!"""
367,adjudicated,lame,Dad I was thinking Ahhh!!! So that's whats burning.
369,adjudicated,lame,"I was sitting on the back porch with my wife when I suddenly blurted out, ""I love you."" ""Is that you or the beer talking?"" she asked. I answered, ""It's me... talking to my beer."""
370,adjudicated,witty,How you fix a broken pumpkin? With a pumpkin patch.
371,adjudicated,witty,"My dad was born a conjoined twin, but separated at birth. So I have an uncle, once removed."
372,adjudicated,witty,"If I had to smell like two things for the rest of my life, I'd pick lavender and citrus. But that's just my two scents."
373,adjudicated,funny,I inherited hypertension from my granny. She taught me to take everything with a grain of salt.
374,adjudicated,witty,The world tongue-twister champion just got arrested. I hear they're gonna give him a really tough sentence.
375,adjudicated,witty,I don’t trust those trees. They seem kind of shady.
376,adjudicated,witty,What's the best smelling insect?' 'A deodor-ant.'
377,adjudicated,lame,"If cartoon characters become real, who would attract most women? Pinocchio"
378,adjudicated,witty,"My homeboy got rear-ended on a motorcycle wearing a bright green shirt, with shiny red hair: It kind of makes sense.... It was hard to miss him"
379,adjudicated,funny,"A rancher had only had 48 cows on his property, but when he rounded them up he had 50."
381,adjudicated,witty,You can't trust atoms. They make up everything!
382,adjudicated,lame,Shouldn’t the “roof ' of your mouth actually be called the ceiling?
383,adjudicated,witty,"Why did the man put his money in the freezer? He wanted cold, hard cash."
384,adjudicated,lame,Two aerials get married. The ceremony was rubbish - but the reception was brilliant.
386,adjudicated,witty,"Trump's Staff picked their favorite instruments and the choice was unanimous Lyres, all of them"
387,adjudicated,witty,Have you ever tried to eat a clock? It's very time consuming.
388,adjudicated,funny,A guy walks into a bookstore and asks for a book on Pavlov and Schrodinger. The book keeper says it rings a bell but he doesn't know if it is there or not.
389,adjudicated,witty,I dreamt about drowing in an ocean made of orange soda last night. It took me a while to work out it was just a Fanta Sea.
390,adjudicated,funny,I love telling Dad jokes. Sometimes he even laughs.
391,adjudicated,witty,My therapist told me I have problems expressing my emotions. Can’t say I’m surprised.
392,adjudicated,witty,How do oysters get around? In mussel cars.
396,adjudicated,lame,If Trump wanted to avoid impeachment... ...he should’ve falsely claimed there were WMDs in Iraq
397,adjudicated,witty,What kind of car does a sheep like to drive? A lamborghini.
399,adjudicated,lame,I went to a smoke shop only to discover it’d been replaced by an apparel store.
400,adjudicated,witty,Why did the duck fall on the sidewalk? He tripped on a quack.
403,adjudicated,lame,i read on the internet there's a lot of people shooting heroin ...how is that guy still alive?
405,adjudicated,lame,Can a kangaroo jump higher than a house? Of course. Houses can't jump.
406,adjudicated,funny,What's the difference between Hitler's girlfriend and a female farmer? One bails her hay and one hails her bae.
407,adjudicated,funny,What do you call someone that plays Tenor and Alto saxophone? Bisaxual
408,adjudicated,witty,To the person who stole my case of energy drinks: I bet you can't sleep at night.
409,adjudicated,funny,What's Forrest Gump's password? 1forrest1
410,adjudicated,witty,"My wife asked me to stop singing Wonderwall' to her. I said ""Maybe...""."
411,adjudicated,lame,"It's crazy. One minute you're getting drunk as a skunk, then next thing you know, you're in the back of an ambulance. I really shouldn't be a paramedic."
413,adjudicated,witty,Did anyone hear about that country who started using balloons as currency? They ended up with a massive inflation problem.
415,adjudicated,lame,50 Shades He slowly but firmly grabs my throat. I try to say goodbye and I choke. I try to walk away and I stumble...'- 50 Shades of Macy Gray.
416,adjudicated,witty,What did Baby Corn say to Mama Corn?' 'Where's Pop Corn?'
417,adjudicated,funny,What does a painter do when he gets cold? Puts on another coat.
418,adjudicated,witty,"When my uncle Frank died, he wanted his remains to be buried in his favorite beer mug. His last wish was to be Frank in Stein. "
419,adjudicated,witty,How often do Jamaican farmers milk their cows? Every udder day
420,adjudicated,witty,"While I was walking down the street I saw someone pushing a shopping trolley The shopping trolley was fully of horseshoes, four leaf clovers and rabbits feet. I asked them what they were doing. They told me they were pushing their luck."
421,adjudicated,lame,"I helped my uncle jack off a horse My uncle jack is really heavy, so it was hard to get him off of the horse"
422,adjudicated,witty,"Seriously, she has Multiple Personality Disorder? Yeah, crazy right. Sharon is Karen."
423,adjudicated,witty,How did the chemist feel about oxygen and potassium hanging out? OK.
425,adjudicated,witty,"We’re renovating the house, and the first floor is going great, but the second floor is another story."
427,adjudicated,witty,What do you call a happy cowboy? A jolly rancher.
428,adjudicated,funny,"I ordered some Avocado Toast at a cafe, but imagine my surprise when I was given 602214076000000000000000 pieces of toasts. It was then I realized... ...I'd accidentally ordered Avogadro's Toast."
429,adjudicated,funny,Why do peppers make such good archers? Because they habanero.
430,adjudicated,witty,I don't trust a teacher who reviews every single piece of homework they give out I think they're mass-grading as someone else.
431,adjudicated,lame,The house just voted to decriminalize marijuana and Oregon recently decriminalized hard drugs. It looks like drugs is winning the war on drugs.
433,adjudicated,witty,What do you call it when a snowman throws a tantrum?' 'A meltdown.'
434,adjudicated,lame,"I got into a discussion with my coworker today about surnames. How they originated from what people were known for. Smith, shoemaker, etc. Well my great great great great great great grandfather's name was Horace P. Horsefucker. He got a bad rap. It was consensual...though the horse said neigh."
435,adjudicated,funny,"I have a joke about inferiority complexes, but it’s not very good."
439,adjudicated,witty,This graveyard looks overcrowded. People must be dying to get in there.
440,adjudicated,witty,"Lance isn't that common a name these days, but in medieval times, they were called lance-a-lot. "
441,adjudicated,witty,Time flies like an arrow. Fruit flies like a banana.
444,adjudicated,funny,"birthday card I received from my brother...Forget about the past you can't change it, forget about the future, you can't predict it, forget about the present... I didn't get you one."
446,adjudicated,lame,"The United Kingdom is to provide special support to those self-identify as gnomes, fairies or pixies... It'll be known as the National Elf Service."
447,adjudicated,witty,I locked myself out of the house earlier so I shouted through the letterbox to my cat to let me in.He said: “Me? How?”
448,adjudicated,funny,"My mother in law bought a talking parrot, but returned it a week later. ""This parrot hasn't spoke a single word."" She complained.""I haven't had a fucking chance to!"" Replied the parrot."
449,adjudicated,lame,"Clothes, but no cigar."
450,adjudicated,witty,How does a lawyer say goodbye? I'll be suing ya!
452,adjudicated,funny,"(Reversing the car) ""Ahh, this takes me back."""
453,adjudicated,funny,Why did the cucumber cross the street? Because it was green.
454,adjudicated,funny,"“What’s your name, son?” The principal asked his student. The kid replied, “D-d-d-dav-dav-david, sir.” “Do you have a stutter?” the principal asked. The student answered, “No sir, my dad has a stutter but the guy who registered my name was a real jerk.”"
455,adjudicated,witty,"A panic-stricken man explained to his doctor, 'You have to help me, I think I’m shrinking.' 'Now settle down,' the doctor calmly told him. 'You'll just have to learn to be a little patient.' "
456,adjudicated,lame,What is the difference between a freshly made pizza and a hungry jungle tiger? One tastes delicious to you and you taste delicious to one.
457,adjudicated,witty,I gave away all my used batteries today. Free of charge!
459,adjudicated,witty,What do you call a man with a rubber toe? Roberto.
460,adjudicated,funny,A sandwich walks into a bar. The barman says: 'sorry we don't serve food here'
463,adjudicated,witty,How do birds learn to fly? They wing it.
464,adjudicated,witty,What does an evil hen lay? Deviled eggs.
465,adjudicated,lame,What did settlers eat when they headed west? Oregon Trail Mix. I hope this joke doesn't die of dysentery.
471,adjudicated,witty,Did you hear about the man who fell into an upholstery machine? He's fully recovered.
472,adjudicated,lame,Until this crisis is over im going to stick to masturbation just before 8pm on Thursday evenings The neighbourhood applauding me as I finish is just the confident booster I need
473,adjudicated,witty,How do celebrities stay cool? They have many fans.
474,adjudicated,lame,An apple a day keeps the doctor away. At least it does if you throw it hard enough.
475,adjudicated,witty,What did the janitor say when he jumped out of the closet?' 'Supplies!'
476,adjudicated,lame,What's a James Cagney love scene? When he lets the other guy live.
477,adjudicated,witty,"A man argued with his wife over whether or not he stood with a hunch For months he maintained that his posture was fine. Finally, to prove her wrong, he made an appointment with a posture specialist. When he returned, his wife asked if the specialist agreed with her and helped him.  He replied, “I stand corrected.”"
478,adjudicated,witty,I don't get why bakers aren't wealthier. They make so much dough.
485,adjudicated,witty,What invention allows us to see through walls? Windows.
486,adjudicated,witty,"I was going to go on an expensive vacation with a classical pianist, but he was too baroque."
487,adjudicated,lame,Did you hear about the whale that swallowed a clown? It felt funny after.
488,adjudicated,witty,My mom told me to load the dish washer. So I got her pregnant.
489,adjudicated,witty,How do you handle a fear of elevators? You take steps to avoid them.
490,adjudicated,lame,The German women’s beach volleyball team plays against the Brazilian women’s beach volleyball team. Who wins? The audience
492,adjudicated,funny,What do you call a Muslim eating a lettuce? Saladin
494,adjudicated,witty,What type of toilets do pirates prefer? Port-a-potties.I'll sea myself out.
495,adjudicated,witty,Why do cows have hooves and not feet? They lactose.
496,adjudicated,witty,Did you know that the Earth’s gravity increases a bit on Easter Sunday? It’s cuz there’s a lot more mass.
497,adjudicated,funny,"Dad, can you explain to me what a solar eclipse is?' No sun. "
499,adjudicated,witty,"What do you call a ""Grilled Cheese"" after a few days in the fridge? Chilled Grease"
501,adjudicated,witty,Why should you never use a dull pencil? Because it’s pointless.
502,adjudicated,witty,During quarantine no one got my humor. I guess it was all the inside jokes.
503,adjudicated,funny,I called up GameStop customer support They told me to hold.
504,adjudicated,lame,"A son tells his father, 'I have an imaginary girlfriend.' The father sighs and says, 'You know, you could do better.' 'Thanks Dad,' the son says. 'That means a lot.' The father shakes his head and goes, 'I was talking to your girlfriend.' "
505,adjudicated,lame,How to let a squirrel go down from a tree? Show him your nuts!
506,adjudicated,witty,What country's capital is growing the fastest?' 'Ireland. Every day it's Dublin.'
509,adjudicated,lame,What would you do if all US currency turned in to cheese? Personally I'd just start using a swiss bank
510,adjudicated,witty,Where do Brain Surgeon Students go to study? The Hippocampus
512,adjudicated,witty,They say criminals always return to the scene of the crime. No wonder there are so many Australians in the UK.
516,adjudicated,witty,If I ever find the doctor who screwed up my limb replacement surgery…I’ll kill him with my bear hands.
518,adjudicated,witty,I only seem to get sick on weekdays. I must have a weekend immune system.
520,adjudicated,funny,How many apples grow on a tree? All of them!
523,adjudicated,witty,"I have a joke about the flu, but I hope you don’t get it."
524,adjudicated,lame,Did you hear about the walnut and cashew that threw a party? It was nuts.
526,adjudicated,witty,"A turtle is crossing the road when he’s mugged by two snails. When the police ask him what happened, the shaken turtle replies, “I don’t know. It all happened so fast. ' "
527,adjudicated,lame,What do Giraffes eat? Macaroni and leaves.
529,adjudicated,funny,How many paranoids does it take to change a light bulb? Who wants to know?
530,adjudicated,lame,My friend Stewie used to start a lot of fights That's why everyone called himBeef Stew
531,adjudicated,witty,"Two strings walk into a bar... ...the bartender says, ""What'll it be?"". The first string says, ""I'll have a gin and tonic#MV*()>SDk+!^ &@P&]JEA&#65535;Segmentation Fault"".The second string says, ""You'll have to excuse my friend, he's not null-terminated."""
532,adjudicated,witty,Why did Eminem prefer the Johnson & Johnson vaccine? You only get one shot.
534,adjudicated,funny,"I bought some shoes from a drug dealer. I don't know what he laced them with, but I was tripping all day!"
536,adjudicated,lame,What’s a skeleton’s favorite dish at a BBQ? Ribs!
537,adjudicated,lame,My wife gave birth three times and still fits in her prom dress from high school. I gave birth zero times and I don’t fit in my pants from March.
538,adjudicated,lame,What do you call a belt made of watches?' 'A waist of time.'
540,adjudicated,witty,"My parents are divorced, and my dad took it kinda hard I once asked him for an xbox, and he handed me a container of my mom's stuff."
542,adjudicated,lame,What did Trump say when he hit the button on his alarm clock but it wouldn't stop beeping? Fake snooze
543,adjudicated,funny,"Two blondes are facing each other across a wide stream. One yells to the other, 'How do you get to the other side?'  The other blonde replies, 'You are on the other side!'"
544,adjudicated,funny,How did Harry Potter get down the hill?' 'Walking. JK! Rowling.'
545,adjudicated,witty,"Why do seagulls fly over the ocean?' 'Because if they flew over the bay, we'd call them bagels.' "
547,adjudicated,witty,"If money doesn’t grow on trees, then why do banks have branches?"
548,adjudicated,lame,"What does drinking kombucha and giving blow jobs have in common? If you've ever finished one properly, you already know."
549,adjudicated,lame,What’s orange and sounds like a parrot? A carrot.
550,adjudicated,lame,"Did you hear the rumor about butter? Well, I’m not going to go spreading it!"
551,adjudicated,lame,Why do birds fly south? Because it’s too far to talk.
552,adjudicated,witty,Does anyone need an ark? I Noah guy!
554,adjudicated,funny,"Yesterday I accidentally swallowed some food colouring. The doctor says i'm ok, but i feel like i've dyed a little inside."
555,adjudicated,witty,My grandfather destroyed almost a hundred aircraft in World War Two! He must have been the worst mechanic in the Luftwaffe.
558,adjudicated,lame,Why did the girl toss a clock out the window? She wanted to see time fly.
559,adjudicated,lame,"A man is on trial for cannibalism. The judge asks what the defendant has to say for himself. The man replies, ""if you are what you eat, then I am the real victim here."""
561,adjudicated,witty,Have you ever tried to catch a fog? I tried yesterday but I mist.'
563,adjudicated,witty,Where was the dripping coming from in the fridge? The leeks.
568,adjudicated,witty,What does a librarian use to go fishing? A bookworm.
570,adjudicated,funny,What’s a horse’s number one priority when voting? The stable economy!
572,adjudicated,witty,How do you make a tissue dance? You put a little boogie in it.
573,adjudicated,witty,What do you call recently-married spiders? Newly-webs.
575,adjudicated,witty,What did the two pieces of bread say on their wedding day? It was loaf at first sight.
576,adjudicated,funny,My wife and I have decided not to have kids. The kids are taking it pretty badly.
577,adjudicated,lame,"I wish my gray hair started in Las Vegas because what happens in Vegas, stays in Vegas."
578,adjudicated,witty,What do you call a fly with a sore throat? A hoarse fly.
579,adjudicated,funny,"In my free time, I like to help blind people. Verb, not adjective. "
580,adjudicated,lame,How can you tell the difference between a dog and tree? By their bark.
581,adjudicated,witty,"A couple is watching TV together... ...and the man keeps switching channels back and forth between golf and porn over and over again.Finally, his partner says ""Jesus Christ,can you stop doing that please? Just leave it on porn! You already know how to play golf."""
582,adjudicated,lame,Why are fish so smart? They live in schools!
583,adjudicated,witty,"Bruce Lee was fast, but he had an even faster brother… Sudden Lee. "
590,adjudicated,witty,Why did the ram run over the cliff? He didn’t see the ewe turn.
591,adjudicated,witty,My wife told me that I twist everything she says to my advantage. I take that as a compliment.
594,adjudicated,lame,What’s the best kind of music to listen to when fishing? Something catchy.
595,adjudicated,funny,What’s the difference between a dad and a grill? A grill runs out out of gas.
596,adjudicated,witty,I told my wife she drew her eyebrows too high She told me she's tired of my repost BS and divorced me. It was definitely a surprise.
598,adjudicated,lame,Why did the computer get glasses? To improve its website.
599,adjudicated,lame,"Denmark: ""We will kill 17 million minks by 2021."" China: ""I killed 20 million in two weeks.""World: ""You killed 20 million minks in 2 weeks??""China: ""Oh no, sorry, I must've misheard you."""
600,adjudicated,witty,Do you know how many people are dead at a cemetery? All of them.
601,adjudicated,lame,"My wife told me she didn't understand cloning. I told her, 'That makes two of us.' "
602,adjudicated,witty,Why did the cowboy adopt a wiener dog? He wanted to get a long little doggy.
603,adjudicated,funny,"I can tolerate algebra, maybe even a little calculus but graphing is where I draw the line. "
604,adjudicated,witty,How does a non-binary samurai kill people? They/Them.
605,adjudicated,lame,You can tell it's a dogwood tree from its bark.
606,adjudicated,witty,What do houses wear? An address.
607,adjudicated,witty,Where do boats go when they’re sick? To the dock.
608,adjudicated,witty,"My wife says nothing rhymes with “orange.” And I said, “No, it doesn’t!”"
610,adjudicated,witty,What kind of milk comes from a pampered cow? Spoiled milk.
611,adjudicated,lame,A buddy asked how many fish I caught. I told him it’s not polite to fish and tell.
613,adjudicated,funny,"My dad said he was going to set me up for life. Of course, I was excited by the idea. Until he blamed me for the murder he committed."
616,adjudicated,witty,"My life highlight was being crowned the hide and seek champion at my school, until they discovered I was cheating I peaked early."
619,adjudicated,witty,Why is success in the shaving industry so difficult? Razor thin margins.
620,adjudicated,funny,I wasn't expecting to be diagnosed as colour blind. It really came out of the purple.
621,adjudicated,witty,I just saw two naked snails fighting over a shell They were slugging it out.
622,adjudicated,witty,I have a joke about perfume... ...but it doesn't make any scents.
623,adjudicated,witty,Why should you never mention the number 288? It's two gross.
625,adjudicated,lame,I tell dad jokes but I have no kids. I’m a faux pa!
627,adjudicated,witty,"What does a Japanese Soldier and a Actor have in common? When they get discovered, their career blows up."
629,adjudicated,witty,Did you hear about the girl who quit her job at the doughnut factory? She was fed up with the hole business.
630,adjudicated,funny,"I love how when you hear certain music, it can really take you places. For instance, the bar I'm currently in are playing Drake so I'm now going somewhere else."
634,adjudicated,lame,What does a dad get in their stocking if they’ve been naughty? Char-coal.
635,adjudicated,witty,"So two men walk into a tie shop The first men asks ""Do you want to have a race to see who can put it on the quickest""  The second man responds ""nah we will probably end up in a tie"
636,adjudicated,witty,Why do cows have bells? Because their horns don’t work.
637,adjudicated,funny,I'm on a seafood diet. I see food and I eat it.'
638,adjudicated,witty,Which friends do you always bring to dinner? Your taste buds.
639,adjudicated,witty,Why was the stadium so hot after the game? Because all the fans left.
640,adjudicated,lame,Did you heard about the giant that threw up? It's all over town!
641,adjudicated,witty,"Dad, can you put the cat out? I didn't know it was on fire."
643,adjudicated,witty,"Soaking a twig in coke is nice, but soaking a twig in fanta... Fanta stick."
644,adjudicated,witty,Why don't British people pronounce the letter 't'? Because the Americans threw it in the ocean.ALTERNATE punchline: Because they drank it all.
645,adjudicated,funny,What kind of music do chiropractors like? Hip pop.
647,adjudicated,witty,"Johnny and Ruth are mountain biking down a hill... ...Ruth hits a tree.  Johnny continues, ruthlessly."
648,adjudicated,funny,What do you call an old snowman? Water.
649,adjudicated,witty,How does a penguin build a house? Igloos it together.
650,adjudicated,funny,"The creator of the USB flash drive died today. He was lowered into his coffin, flipped over, and then lowered again."
652,adjudicated,witty,Where do polar bears keep their money? The snow bank.
653,adjudicated,witty,I can't stand cheese slices... ...but I respect the Kraft
654,adjudicated,funny,What do you call someone with no body and no nose? Nobody knows.
657,adjudicated,witty,"My friend was showing me his tool shed and pointed to a ladder. “That's my stepladder,” he said. ""I never knew my real ladder.”"
658,adjudicated,witty,What concert would cost only 45 cents? 50 Cent featuring Nickelback!
660,adjudicated,witty,Waiter: “And how would you like your steak prepared?” Me: “Guess”Waiter: “Medium rare?”Me: “Well done”Waiter: “Uhhh..”
662,adjudicated,lame,I literally only know two phone numbers 911 and J.G. Wentworth’s.
664,adjudicated,lame,The Somalian Olympics team has just apologised The Somalian Olympics Team has just apologsied to the Olympic Committee after realising that sailing and shooting were 2 separate events!!
665,adjudicated,witty,Why did the orange lose the race? It ran out of juice.
666,adjudicated,witty,Why were the utensils stuck together? They were spooning.
667,adjudicated,lame,I managed to lose my rifle when I was in the army. I had to pay $855 to cover the loss. I’m starting to understand why a Navy captain always goes down with his ship.
668,adjudicated,funny,I filled out a form wrong and accidentally gave a patient a bag of the wrong blood type. It was a Type-O
669,adjudicated,witty,2020 is the most popular year on the internet. It went viral.
670,adjudicated,witty,Why did police arrest the turkey? They suspected fowl play.
671,adjudicated,witty,Dogs can’t operate MRI machines — but cats-can.
672,adjudicated,witty,Why do melons have weddings? Because they cantaloupe.
674,adjudicated,funny,What do you call a crossover between Star Wars and Back to the Future. The Man Delorean
678,adjudicated,witty,My teacher said “we have the ability to clone we just don’t know what kind of rights they should have.” I simply replied “copyright”
679,adjudicated,funny,"A preschool teacher is teaching a student basic geography Teacher: ""what state do you live in?""Student: ""denial."""
680,adjudicated,lame,"I used to be able to play piano by ear, but now I have to use my hands."
681,adjudicated,witty,How do you make the number one disappear? You add “g' and it’s GONE
682,adjudicated,funny,"I once saw a one-handed man in a second-hand store. I told him, “I don’t think they have what you’re looking for, sir.”"
685,adjudicated,lame,What did the ravioli play on his birthday? Pasta Parcel.
686,adjudicated,witty,Why can’t you hear a pterodactyl go to the bathroom? The p is silent.
688,adjudicated,lame,Where did Napoleon keep his armies? Up his sleevies!
689,adjudicated,witty,Did you hear about the outlet who got in a fight with the power cord? He thought he could socket to him.
693,adjudicated,funny,Her: I'm leaving. I am sick of you wearing a different t shirt every half an hour. Me: Wait. I can change.
701,adjudicated,witty,Which days are the strongest? Saturday and Sunday. The rest are weekdays.
